percentLate,maxLateness,gatesNeeded
0.4,1.5,18
0.4,1.65,20
0.4,1.8,20
0.4,1.95,18
0.4,2.1,18
0.4,2.25,17
0.4,2.4,17
0.4,2.55,16
0.4,2.7,17
0.4,2.85,16
0.4,3,17
0.4,3.15,15
0.4,3.3,17
0.4,3.45,16
0.4,3.6,15
0.4,3.75,17
0.4,3.9,18
0.4,4.05,17
0.4,4.2,17
0.4,4.35,16
0.4,4.5,17
0.4,4.65,16
0.4,4.8,18
0.4,4.95,17
0.4,5.1,18
0.4,5.25,17
0.4,5.4,20
0.4,5.55,15
0.4,5.7,17
0.4,5.85,17
0.5,0,20
0.5,0.15,20
0.5,0.3,18
0.5,0.45,19
0.5,0.6,18
0.5,0.75,17
0.5,0.9,20
0.5,1.05,17
0.5,1.2,17
0.5,1.35,18
0.5,1.5,17
0.5,1.65,18
0.5,1.8,17
0.5,1.95,17
0.5,2.1,19
0.5,2.25,17
0.5,2.4,16
0.5,2.55,16
0.5,2.7,16
0.5,2.85,16
0.5,3,16
0.5,3.15,14
0.5,3.3,18
0.5,3.45,17
0.5,3.6,17
0.5,3.75,15
0.5,3.9,18
0.5,4.05,20
0.5,4.2,16
0.5,4.35,20
0.5,4.5,18
0.5,4.65,13
0.5,4.8,16
0.5,4.95,19
0.5,5.1,16
0.5,5.25,16
0.5,5.4,16
0.5,5.55,15
0.5,5.7,17
0.5,5.85,15
0.6,0,20
0.6,0.15,20
0.6,0.3,19
0.6,0.45,19
0.6,0.6,18
0.6,0.75,18
0.6,0.9,19
0.6,1.05,18
0.6,1.2,17
0.6,1.35,17
0.6,1.5,17
0.6,1.65,19
0.6,1.8,17
0.6,1.95,15
0.6,2.1,15
0.6,2.25,19
0.6,2.4,16
0.6,2.55,15
0.6,2.7,14
0.6,2.85,14
0.6,3,16
0.6,3.15,16
0.6,3.3,15
0.6,3.45,17
0.6,3.6,17
0.6,3.75,15
0.6,3.9,14
0.6,4.05,16
0.6,4.2,17
0.6,4.35,12
0.6,4.5,15
0.6,4.65,15
0.6,4.8,14
0.6,4.95,18
0.6,5.1,16
0.6,5.25,19
0.6,5.4,13
0.6,5.55,12
0.6,5.7,13
0.6,5.85,13
0.7,0,20
0.7,0.15,20
0.7,0.3,19
0.7,0.45,19
0.7,0.6,18
0.7,0.75,17
0.7,0.9,18
0.7,1.05,17
0.7,1.2,18
0.7,1.35,18
0.7,1.5,17
0.7,1.65,17
0.7,1.8,15
0.7,1.95,16
0.7,2.1,15
0.7,2.25,14
0.7,2.4,15
0.7,2.55,15
0.7,2.7,14
0.7,2.85,15
0.7,3,15
0.7,3.15,14
0.7,3.3,15
0.7,3.45,13
0.7,3.6,16
0.7,3.75,13
0.7,3.9,16
0.7,4.05,14
0.7,4.2,12
0.7,4.35,14
0.7,4.5,14
0.7,4.65,16
0.7,4.8,15
0.7,4.95,17
0.7,5.1,12
0.7,5.25,15
0.7,5.4,13
0.7,5.55,14
0.7,5.7,13
0.7,5.85,11
0.8,0,20
0.8,0.15,19
0.8,0.3,18
0.8,0.45,18
0.8,0.6,18
0.8,0.75,16
0.8,0.9,17
0.8,1.05,17
0.8,1.2,17
0.8,1.35,15
0.8,1.5,15
0.8,1.65,15
0.8,1.8,15
0.8,1.95,14
0.8,2.1,13
0.8,2.25,16
0.8,2.4,15
0.8,2.55,14
0.8,2.7,13
0.8,2.85,13
0.8,3,13
0.8,3.15,13
0.8,3.3,14
0.8,3.45,15
0.8,3.6,13
0.8,3.75,16
0.8,3.9,12
0.8,4.05,13
0.8,4.2,11
0.8,4.35,15
0.8,4.5,14
0.8,4.65,14
0.8,4.8,13
0.8,4.95,14
0.8,5.1,14
0.8,5.25,12
0.8,5.4,11
0.8,5.55,12
0.8,5.7,13
0.8,5.85,13
0.9,0,20
0.9,0.15,20
0.9,0.3,18
0.9,0.45,18
0.9,0.6,17
0.9,0.75,17
0.9,0.9,17
0.9,1.05,17
0.9,1.2,17
0.9,1.35,15
0.9,1.5,15
0.9,1.65,16
0.9,1.8,16
0.9,1.95,15
0.9,2.1,13
0.9,2.25,15
0.9,2.4,13
0.9,2.55,13
0.9,2.7,13
0.9,2.85,14
0.9,3,14
0.9,3.15,12
0.9,3.3,13
0.9,3.45,12
0.9,3.6,10
0.9,3.75,10
0.9,3.9,10
0.9,4.05,12
0.9,4.2,12
0.9,4.35,12
0.9,4.5,12
0.9,4.65,11
0.9,4.8,11
0.9,4.95,11
0.9,5.1,13
0.9,5.25,12
0.9,5.4,11
0.9,5.55,10
0.9,5.7,9
0.9,5.85,10
1,0,20
1,0.15,19
1,0.3,18
1,0.45,17
1,0.6,17
1,0.75,16
1,0.9,16
1,1.05,15
1,1.2,14
1,1.35,16
1,1.5,16
1,1.65,13
1,1.8,13
1,1.95,13
1,2.1,13
1,2.25,13
1,2.4,12
1,2.55,13
1,2.7,13
1,2.85,11
1,3,11
1,3.15,13
1,3.3,11
1,3.45,12
1,3.6,10
1,3.75,9
1,3.9,10
1,4.05,9
1,4.2,10
1,4.35,10
1,4.5,10
1,4.65,9
1,4.8,12
1,4.95,9
1,5.1,13
1,5.25,9
1,5.4,8
1,5.55,8
1,5.7,8
1,5.85,10
